AACombo,Fitness
TQPL,0.041834
WIKG,0.0
TQPN,0.025465
TQPQ,0.0
TQPS,0.0190472727273
TQPR,0.0
TQPT,0.0
TQPW,0.0
TQPV,0.01153
TQPY,0.0
WIKS,0.0
WIKR,0.0
WIKW,0.0
WIKV,0.0
PQMN,0.0
YYGW,0.0
PQML,0.0253533333333
PQMM,0.0
PQMK,0.0
PQMI,0.0
PQMF,0.0
PQMG,0.0
PQMD,0.0
PQMA,0.0
PQMY,0.0
PQMV,0.02113
PQMT,0.0
PQMR,0.0
PQMS,0.0
PQMQ,0.0
YTEF,0.0
KFKY,0.0
KFKV,0.0
KFKW,0.0
KFKT,0.0
KFKR,0.0
KFKS,0.0090599999999999
KFKQ,0.0
KFKN,0.0
KFKL,0.0
KFKM,0.0
KFKI,0.0
KFKF,0.0
KFKG,0.0
KFKD,0.0
KFKA,0.0
FYPW,0.0
FYPV,0.0
FYPT,0.0
FYPS,0.000888333333333
FYPR,0.136801666667
FYPQ,0.0
FYPY,0.03134
FYPG,0.0
FYPF,0.0
FYPD,0.0
FYPA,0.0
FYPN,0.0
FYPM,0.0
FYPL,0.000528333333333
FYPK,0.0
YYGM,0.009055
FYPI,0.0
YYGL,0.003995
YYGK,0.0
YYGI,0.0
SITI,19.6564433333
SITK,6.976998333330001
SITL,18.53484
SITM,22.9143733333
SITN,4.88188166667
ACWF,0.05849
ACWI,0.20278
SITA,20.0266891667
ACWK,0.0
SITD,0.0615159999999999
ACWL,0.08454
SITF,11.78908
ACWQ,0.0
ACWS,0.14258
ACWR,0.0
SITQ,7.199306666669999
SITR,11.4405435294
SITS,11.6139877778
SITT,6.904654166669999
SITV,11.7635416667
SITW,4.00216166667
GGGW,0.02716
GGGV,2.695834
GGGS,0.01585
GGGR,0.0
GGGQ,0.02113
DKKY,0.0
DKKV,0.0
DKKW,0.0
DKKT,0.0
DKKR,0.0
DKKS,0.0
GGGF,0.039082
DKKL,0.0
DKKM,0.0
DKKK,0.0
DKKF,0.0
DKKG,0.0
DKKD,0.0
GGGK,0.0
GGGI,3.0085525
DKKA,0.0
GTDS,0.00679857142857
GTDR,0.0
GTDT,0.0
GTDV,0.0
GTDY,0.0
SEVI,12.1627816667
GTDA,0.0
GTDD,0.0
GTDG,0.0
GTDF,0.01661
GTDI,0.0
GTDK,0.0
GTDM,0.0
GTDL,0.011098
GTDN,0.0
ETTI,0.0
ETTN,0.0
ETTM,0.08713
ETTL,0.00692
ETTA,0.0
ETTG,0.0
ETTF,0.0
ETTY,0.0
ETTS,0.0
ETTR,0.0
ETTQ,0.0
ETTW,0.0
ETTV,0.0
ETTT,0.0
LNLR,0.152503461538
LNLS,0.002918
LNLQ,0.00678
LNLV,0.0054083333333299
LNLW,0.00121555555556
LNLT,1.78258
LNLY,0.000888888888889
LNLA,0.00141733333333
LNLF,0.00498
LNLG,0.00253222222222
LNLD,0.0
LNLK,0.00291666666667
LNLI,0.0107266666667
LNLN,0.0
LNLL,0.0965933333333
LNLM,0.00529
GANR,0.0
WNSY,0.0
GANF,0.03078
DEDF,0.0
KVWR,0.0
KVWW,0.0
YRWQ,0.0
KVWY,0.0
YGQY,0.04436
KVWA,0.0
KVWF,0.0
KVWG,0.0
KVWD,0.0
KVWI,0.0
KVWN,0.0
KVWL,0.0
RKLT,0.0
RKLW,0.0
RKLV,0.004234
RKLQ,0.0079275
RKLS,0.0022635
RKLR,0.0
RKLY,0.0718255555556
RKLD,0.0
RKLG,0.0
RKLF,0.0
RKLA,0.0
YGQR,0.0
RKLM,0.5322925000000001
RKLL,0.00629476190476
RKLN,0.0
RKLI,0.00388857142857
RKLK,0.0
YGQW,0.0
KLLT,0.0
YGQN,0.0
YGQM,0.091395
YGQL,0.0310883333333
PICY,0.005765
PICT,0.0
YRWL,0.0
PICV,0.0
PICQ,0.0
PICR,0.0
PICS,0.0
PICL,0.0
PICM,0.01001
PICN,0.0
PICI,0.0
PICK,0.011885
PICD,0.0
PICF,0.0
PICG,0.0029775
PICA,0.01463
SEVK,12.279106
HNVY,0.0
HNVQ,0.0
HNVR,0.0
HNVS,0.0
HNVT,0.0
HNVV,0.0
HNVW,0.0
HNVI,0.0
HNVK,0.011185
HNVL,0.0
HNVM,0.0
HNVN,0.0
HNVA,0.0
HNVD,0.0
HNVF,0.0
HNVG,0.0
SPEW,0.0
SEVL,8.65790666667
IFCY,0.0
NTCM,0.021125
NTCL,0.0290475
NTCK,0.0
NTCI,0.03802
IFCQ,0.0
IFCR,0.0
IFCS,0.0
IFCT,0.002975
IFCV,0.0
IFCW,0.0
IFCI,0.00392
IFCK,0.0
IFCL,0.00359
IFCN,0.0
NTCW,0.0
IFCA,0.0
NTCS,0.0105675
IFCF,0.0
DMDQ,0.0
DMDS,0.0
DMDR,0.0
DMDT,0.0
DMDW,0.0
DMDV,0.0
DMDY,0.0
DMDA,0.0
DMDD,0.0
DMDG,0.0
DMDF,0.0
DMDI,0.0
DMDM,0.0
DMDL,0.0
DMDN,0.0
EQHR,0.0
EQHS,0.0
EQHQ,0.0
EQHV,0.0
EQHW,0.0
EQHT,0.0
EQHY,0.06337
YTLV,15.6756491667
EQHA,0.0
EQHF,0.0
EQHD,0.0
EQHK,0.0
EQHI,0.0
EQHN,0.0
EQHL,0.0
NRCD,0.0
TMMM,6.28164
KHVS,0.0
SEVY,3.23997666667
YTRF,0.0
TGFA,1.36324333333
TGFD,0.02249
TGFG,0.0566559999999999
TGFF,0.828725
TGFI,0.07685
TGFK,0.0364366666667
TGFM,6.753575
TGFL,1.48280916667
TGFN,0.220185
TGFQ,2.9912225
TGFS,1.9344
TGFR,0.0
TGFT,3.01788
TGFW,0.00528666666667
TGFV,2.070515
TGFY,5.214065
KPHT,0.0
KPHW,0.0
KPHV,0.0
KPHQ,0.0
KPHS,0.0
KPHR,0.0
KPHY,0.0
KPHD,0.0
KPHG,0.0
KPHF,0.0
KPHM,0.0
KPHL,0.0
KPHN,0.0
KPHI,0.0
KPHK,0.0
RAAI,0.00340375
RAAK,0.0
RAAL,0.00212166666667
RAAM,0.0
RAAN,0.0
RAAA,0.0
RAAD,0.0
RAAF,0.0
RAAG,0.0
RAAY,0.00524888888889
RAAQ,0.0
RAAR,0.0
RAAS,0.00251105263158
RAAT,0.0
RAAV,0.0
RAAW,0.0
WEAG,0.0
WEAF,0.0
MKNY,0.0
WEAA,0.02377
MKNR,0.0
MKNS,0.0090599999999999
MKNQ,0.0
MKNV,0.0
MKNW,0.0
MKNT,0.0
WEAW,0.0
MKNK,0.0
MKNN,0.0
WEAR,0.0
MKNL,0.0
MKNM,0.0
MKNA,0.0
MKNF,0.01584
MKNG,0.0
MKND,0.0
AHKR,0.0
DIQW,0.0
AHKQ,0.0
YGHW,0.0
AHKW,0.0
AHKT,0.0
PCHW,0.0
IHCK,0.0
PCHT,0.0
PCHS,0.0
PCHR,0.0
PCHQ,0.0
IHCA,0.00951
IHCF,0.0
IHCG,0.013585
IHCD,0.0
PCHG,0.0
PCHD,0.0
PCHA,0.0
IHCR,0.0
PCHN,0.0
PCHM,0.0
IHCQ,0.0
PCHK,0.0
IHCW,0.0
PCHI,0.0
PLAY,0.252234545455
AHKL,0.0
PLAS,0.0
PLAR,0.0
PLAQ,0.0
PLAW,0.0
PLAV,0.00351105263158
PLAT,0.0
PLAK,0.0
PLAI,0.0
PLAN,0.0
PLAM,0.00192888888889
PLAL,0.0033909999999999
PLAA,0.0
PLAG,0.499225
PLAD,0.0
IQHF,0.01152
IQHG,0.0
IQHD,0.0
IQHA,0.0
IQHN,0.0
IQHL,0.00604
IQHM,0.0
IQHK,0.0
IQHI,0.0
IQHV,0.0
IQHW,0.0
IQHT,0.011885
IQHR,0.0
IQHS,0.0
IQHQ,0.0
IQHY,0.01462
SLDR,0.00273695652174
KQHF,0.0
KQHG,0.0
SLDY,0.02472
SLDD,0.0
SQLK,0.0457044444444
SLDA,0.0
SQLM,21.3222077778
GSQM,0.173806
GSQL,0.62897875
GSQN,0.009514
GSQI,0.108635
GSQK,0.0
GSQD,0.0
GSQG,0.0452922222222
FHIF,0.0
GSQA,0.0
SLDM,0.0105666666667
SQLA,11.728703125
GSQT,0.0
GSQW,0.0
GSQV,0.0465733333333
GSQQ,0.07081
GSQS,0.00988142857143
GSQR,0.00544
SLDN,0.01585
SQLD,9.98648125
KQHR,0.0
TQAI,3.20749333333
SQLG,19.072629375
LPSI,0.00224588235294
LPSK,0.0
LPSM,0.0
LPSL,0.00131730769231
DYAY,0.0
DYAV,0.0095125
DYAW,0.0
DYAT,0.0
DYAR,0.0
DYAS,0.0
DYAQ,0.0
DYAN,0.0
DYAL,0.0
DYAM,0.0
DYAK,0.0
DYAI,0.0
DYAF,0.0
DYAG,0.0
DYAD,0.0
LPSW,0.009910625
DYAA,0.0105675
IMNA,0.0
HSVT,0.06035
DIQD,0.0
QRQK,0.0
QRQI,0.0
QRQN,0.0
QRQM,0.0
MEVT,27.575815
MEVV,2.27066666667
MEVW,0.01268
MEVQ,0.05431
MEVR,2.3102725
MEVS,1.36886
MEVY,6.01085
MEVD,0.06337
MEVF,0.05929
MEVG,4.289432499999999
MEVA,5.89317
MEVL,11.6129583333
MEVM,12.88892
MEVN,17.28467
MEVI,18.23396
MEVK,0.0602
WQDL,0.0
TTAN,6.607862
TTAM,17.4942583333
TTAL,18.3716940909
TTAK,1.046196
TTAI,3.18026333333
TTAG,6.99085
TTAF,14.04109625
TTAD,0.013684
TTAA,9.32790714286
TTAY,1.38070625
TTAW,5.5274825
TTAV,6.67554785714
WQDV,0.0
TTAT,4.52169625
TTAS,7.450105000000001
TTAR,0.591265625
TTAQ,8.856616
HIYY,0.0
IADY,0.0
IADR,0.0
IADS,0.00401
IADQ,0.0
IADV,0.0
IADW,0.0
IADT,0.0
IADK,0.0
IADI,0.032745
IADN,0.0
HIYT,0.0
IADL,0.0
IADM,0.0
IADA,0.0
IADF,0.0
IADG,0.0059475
IADD,0.0
FPVT,0.750911666667
IVDL,0.0
FPVV,0.0
FPVW,0.0
FPVR,0.0
HIYK,0.0
IVDD,0.0
IVDG,0.0
IVDF,0.0
FPVY,0.0
FPVD,0.0
FPVF,0.0
FPVG,0.0167075
FPVA,0.0
FPVL,0.00212166666667
IVDW,0.0
FPVI,0.0015925
IVDS,0.0
IVDR,0.0
HIYL,0.291176666667
HFKN,0.0
SYQQ,0.0
PYLA,0.004762
HFKL,0.0
PYLD,0.00254333333333
PYLG,0.0
PYLF,0.000968333333333
PYLI,0.00130166666667
HFKK,0.0
PYLK,0.0
PYLM,0.00167666666667
PYLL,0.203842222222
PYLN,0.00401
PYLS,0.00138277777778
PYLR,0.0264405882353
PYLT,0.00384909090909
PYLW,0.0
PYLV,0.00128909090909
PYLY,0.00470166666667
FACK,0.021125
FACI,0.59011
FACN,0.042385
QWMA,0.0
FACL,3.63335
FACM,6.17736
FACA,0.0305875
FACF,0.04332
FACG,0.0144325
FACD,0.08449
FACY,0.01133
FACR,0.00254333333333
FACS,0.0414466666666999
FACQ,0.049595
FACV,0.061785
FACW,0.0
FACT,0.1023875
IIAM,0.03802
YHAK,0.0
WNSI,0.0
YHAF,0.0
IIAW,0.007925
IIAY,0.069135
SMFV,0.031815
IFQW,0.0
VILA,0.0282191666667
VILG,0.7787425
VILF,0.0390383333333
VILD,0.0097883333333299
VILK,0.0887233333333
VILI,1.67735333333
VILN,0.016135
VILM,1.30600666667
VILL,2.96436
VILS,0.188550555556
VILR,0.02366
VILQ,0.0362283333333
VILW,0.0055183333333299
VILV,0.61539
VILT,0.034979
VILY,0.00642
QWSQ,0.03802
QWSS,0.02113
QWSR,0.0
QWST,0.0
QWSI,0.0
QWSM,0.0
QWSL,0.08713
QWSN,0.05431
QWSA,0.06337
QWSG,0.0
QWSF,0.0
YTFT,0.0033825
YTFW,0.0
YTFV,0.0074525
YTFQ,0.18285
YTFS,0.0094033333333299
YTFR,0.000841666666667
YTFY,0.463825
YTFD,0.0
YTFG,0.0016175
YTFF,0.018635
YTFA,0.0089075
YTFM,0.02023
YTFL,0.0241233333333
YTFN,0.00895
YTFI,0.034445
YTFK,0.0
TSDY,5.66343833333
TSDW,0.0
TSDV,5.88592727273
TSDT,0.029879
TSDS,0.648402666667
TSDR,0.00144909090909
TSDQ,0.0132316666667
TSDN,0.0533575
TSDM,6.418044
TSDL,4.545888235290001
TSDK,0.0
TSDI,7.130546666669999
TSDG,0.590151111111
TSDF,4.516565
TSDD,0.00528666666667
TSDA,0.0502571428570999
WKKG,0.0
WKKF,0.0
WKKA,0.0
WKKL,0.0
WKKI,0.0
WKKV,0.0
WKKS,0.0
WKKR,0.0
WKKY,0.0
TDEA,0.0
TDEG,0.0
TDEF,0.0
TDEK,0.0
TDEI,0.07604
TDEN,0.0
TDEM,0.03169
TDEL,0.02641
TDES,0.0105675
TDER,0.0
TDEW,0.0
TDEV,0.0
TDET,0.0
TDEY,0.0
RQFY,0.975863333333
RQFT,0.0
RQFW,0.0
RQFV,0.00528833333333
RQFQ,0.0
RQFS,0.00202
RQFR,0.0
RQFM,0.0
RQFL,0.0
RQFN,0.0
RQFI,0.00604
RQFK,0.0
RQFD,0.0
RQFG,0.0
RQFF,0.0
RQFA,0.0
HFGR,0.0
AHLA,1.43030571429
AHLG,6.950495714289999
AHLF,7.384745
HFGT,0.0
AHLK,0.031144
AHLI,4.1677575
AHLN,0.116263333333
AHLM,12.0595133333
AHLL,9.27997
AHLS,0.0148183333333
AHLR,0.00984727272727
HFGA,0.0
HFGG,0.0
AHLV,1.1238525
HFGD,0.0
HFGK,0.0
KHKM,0.0
KHKN,0.0
KHKI,0.0
HFGM,0.0
SIFA,0.029645
PSIM,0.00192833333333
PSIW,0.0
HIER,0.0
PSIY,0.004475
DSFW,0.0
DSFV,0.0
DSFQ,0.0
DSFS,0.0
DSFR,0.0
DSFY,0.00461666666667
DSFD,0.472093333333
DSFG,0.0
DSFF,0.0
DSFA,0.0
DSFM,0.0
DSFL,0.00546666666667
DSFN,0.0
DSFI,0.00373333333333
DSFK,0.0
RMPT,0.0
SIFL,0.138803333333
FHDY,0.0
CITY,0.0
FHDR,0.0
FHDS,0.0
FHDQ,0.0
FHDV,0.0
FHDW,0.0
FHDT,0.0
FHDK,0.0
FHDI,0.0
FHDN,0.0
FHDL,0.0
FHDM,0.0
FHDA,0.0
FHDF,0.0
FHDG,0.0
FHDD,0.0
CITI,0.0
CITL,0.0819733333333
CITN,0.0
CITA,12.35664
DEKT,0.0
DEKV,0.0
DEKR,0.0
DEKS,1.37598333333
DEKD,0.0
DEKF,0.0
DEKA,0.0
DEKL,0.0
DEKI,0.0
KFPN,0.0
NNSY,0.00270333333333
NNSQ,0.0236166666667
NNSS,0.00795
NNSR,0.0
NNST,0.0313
NNSW,0.0
NNSV,0.781234
NNSI,0.0506966666667
NNSK,0.0
NNSM,5.23658333333
NNSL,0.0575122222222
NNSN,0.00746
NNSA,0.00662
NNSD,0.0
NNSG,0.025535
NNSF,0.0145933333333
VGYF,0.003285
VGYG,0.00388857142857
VGYD,0.0
VGYA,0.01585
VGYN,0.00414
VGYL,0.0251691666667
VGYM,0.0758975
VGYK,0.0
VGYI,0.0309875
VGYV,0.004232
VGYW,0.0
VGYT,0.0
VGYR,0.002934
VGYS,0.0109354545455
VGYQ,0.0
VGYY,0.0182825
EITS,0.0
LITY,0.0
LITT,0.0
LITW,0.0
LITV,0.0
LITQ,0.013585
LITS,0.0
LITR,0.00160642857143
LITM,0.01087
LITL,0.00260235294118
LITN,0.0
LITI,0.0
LITK,0.0
LITD,0.0
LITG,0.0
LITF,0.00135666666667
LITA,0.00235555555556
EKTL,0.0
EKTM,0.02377
EKTN,0.0
WMRY,0.0
EKTI,0.02925
EKTD,0.0
EKTF,0.0
WKWV,0.0
EKTA,0.0
WMRT,0.0
WMRK,0.0
WMRI,0.0
WMRN,0.0
EKTY,0.0
WMRL,0.0
WMRM,0.0
EKTT,0.0
EKTV,0.0
EKTW,0.0
EKTS,0.0
LDLA,0.00270058823529
LDLD,0.179127777778
LDLF,0.00661777777778
LDLG,0.00399777777778
LDLI,0.00904777777778
LDLK,0.0
LDLL,0.331353333333
LDLM,0.00876777777778
LDLN,0.000737777777778
LDLQ,0.0
LDLR,0.0443507407407
LDLS,0.0051274074074099
LDLT,0.00560058823529
LDLV,0.0058494444444399
LDLW,0.0
LDLY,0.00157333333333
RIPG,0.0
RIPS,0.000775625
RIPV,0.0
TLYQ,0.8326180000000001
AFYF,0.0
AFYG,0.057035
AFYD,0.0
AFYA,0.0
AFYN,0.0
KQPM,0.0
AFYL,0.00476
AFYM,0.0181
AFYK,0.0
AFYI,0.0
AFYV,0.0
AFYW,0.0
AFYT,0.0
KQPW,0.0
AFYR,0.0
AFYS,0.01585
AFYQ,0.0
AFYY,0.0
VTWR,0.0
WGRK,0.0
WGRN,0.0
GMWY,0.0
GMWS,0.0
GMWR,0.0
GMWT,0.0
GMWW,0.0
GMWV,0.0
GMWI,0.0
GMWM,0.03169
GMWN,0.0
GMWA,0.0
GMWD,0.0
GMWG,0.038025
GMWF,0.036205
NANK,0.0
NANL,0.0
NANN,0.0
NANG,0.0
NANF,0.010565
NANY,0.0
NANS,0.0
NANR,0.0
NANW,0.0
HFRQ,0.0
VTWT,0.004535
VRYY,0.0
VRYW,0.0
VRYV,0.0
VRYT,0.0
VRYS,0.00320411764706
VRYR,0.0
VRYQ,0.0
VRYN,0.0
VRYM,0.00352833333333
VRYL,0.00113352941176
VRYK,0.0
VRYI,0.0
VRYG,0.0
VRYF,0.181268333333
VRYD,0.0
VRYA,0.0
YMTV,0.15698
YMTW,0.0
YMTT,0.0
YMTR,0.0
YMTQ,0.05849
YMTY,0.07312
YMTF,0.128075
YMTG,0.0684174999999999
YMTA,0.316835
YMTN,0.009055
YMTL,0.097215
YMTM,0.22445
YMTK,0.0
YMTI,0.217255
GWRY,0.0
LGPM,0.008313
LGPL,0.0580021212120999
LGPK,0.0
LGPI,0.0122945454545
GWRQ,0.0
GWRR,0.0
GWRS,0.0
GWRT,0.0
GWRV,0.0
GWRW,0.0
GWRI,0.0
GWRL,0.0
GWRN,0.0
LGPW,0.0
GWRA,0.0
LGPT,0.4249325
GWRD,0.0
LGPQ,0.0
TYCW,0.05175
MPED,0.0
MMGN,0.05545
MMGM,1.99079
MMGL,0.506303333333
MMGK,0.0
MPEA,0.0
MMGI,0.011885
MPEL,0.0
MMGF,0.00634
MMGD,0.0
MMGA,0.0
MPEK,0.0
MPET,0.0
MPEV,0.0
MPEW,0.0
MMGY,0.011885
EKYR,0.0
MMGW,0.036205
MMGV,0.018485
MMGT,0.04224
MMGS,0.0
MPEY,0.0
MMGQ,0.021125
HVFA,0.0
HVFD,0.0
HVFF,0.0
HVFG,0.0
HVFI,0.0
HVFK,0.0
HVFL,0.00155333333333
HVFM,0.0
HVFN,0.0
HVFQ,0.0
HVFR,0.0316916666667
HVFS,0.0
HVFT,0.0
HVFV,0.0
HVFW,0.019015
HVFY,0.0
EKYT,0.0
VTWA,0.00732
MSCT,0.5594183333330001
IHIT,0.0
KGTV,0.0
KGTW,0.0
KGTT,0.0
KGTR,0.0
KGTS,0.0
KGTQ,0.0
KRTK,0.0
KRTN,0.0
KRTM,0.0
KGTY,0.0
KGTF,0.0
KGTG,0.02716
KRTW,0.0
KGTA,0.0
KGTN,0.0
KGTL,0.00564111111111
KGTM,0.0
KGTK,0.0
KGTI,0.0
FEED,0.0
FEEF,0.0
FEEG,0.0
INSD,0.0
FEEA,0.0
INSF,0.00866666666667
FEEL,0.01811
FEEM,0.0
FEEN,0.0
INSK,0.0
FEEI,0.02376
INSN,0.01052
INSQ,0.0193466666667
FEEV,0.03169
FEEW,0.0
FEEQ,0.0
FEER,0.0
INSW,0.0
INSY,0.01247
FEEY,0.0
YSWY,0.00792666666667
YSWQ,0.0112966666667
YSWS,0.00599222222222
YSWR,0.0
YSWT,0.0275383333333
YSWW,0.0
YSWV,0.0394683333333
YSWI,0.0552966666667
YSWK,0.0
YSWM,0.13579
YSWL,0.106892222222
YSWN,0.0136266666667
YSWA,0.0
YSWD,0.01811
YSWG,0.0071
YSWF,0.00123666666667
IHIQ,0.0
ASYY,0.0622566666666999
ASYW,0.02237
ASYV,0.15437
ASYT,0.1564
ASYS,0.193865
ASYR,0.103198666667
ASYN,0.10229
ASYM,3.50778
ASYL,3.41445133333
ASYK,0.0
ASYI,0.167145
ASYG,0.06873875
ASYF,0.123323333333
ASYD,0.0
ASYA,0.100414
IHIR,0.0
KYWY,0.02376
RVWD,0.0
RVWG,0.0
RVWF,0.0
KYWQ,0.0
KYWS,0.0
KYWR,0.0
RVWM,0.0
KYWT,0.0
KYWW,0.0
KYWV,0.0
KYWI,0.0
RVWR,0.0
KYWM,0.0
KYWL,0.0
RVWW,0.0
KYWN,0.0
KYWA,0.0
KYWD,0.0
KYWG,0.0
KYWF,0.0
FFYY,0.0
LDIY,0.0
TNET,4.229769999999999
IMYT,0.0
IMYW,0.0
IMYV,0.0
IMYQ,0.0
IMYS,0.00373333333333
KQVW,0.0
LDIS,0.0
IMYY,0.0
KQVT,0.0
IMYD,0.0
IMYG,0.0
IMYF,0.0
IMYA,0.0
TNES,0.0453725
IMYM,0.0
KQVR,0.0
IMYN,0.0
IMYI,0.0
IMYK,0.0
LDIM,0.00373333333333
TNEN,0.04753
SLVV,1.38156166667
LDIK,0.0
LIWA,0.0
LDII,0.0
SLVQ,0.6369475
LDIF,0.0
LDID,0.0
KQVG,0.0
TNEA,0.0464733333333
SLVM,2.29179333333
SLVL,1.22260113208
LDIA,0.0
SLVK,1.38314875
SLVI,2.13797944444
KQVA,0.0
KQVN,0.0
SLVF,0.193536666667
QPMI,0.0
KQVM,0.0
QPML,0.0086474999999999
QPMM,0.0
QPMA,0.0
QPMD,0.0
QPMF,0.0
QPMG,0.0
QPMQ,0.0
QPMS,0.0
QPMT,0.0
QPMV,0.0
QPMW,0.0
NDVQ,0.0
NDVR,0.0
NDVS,0.0
NDVT,0.0
NDVV,0.0
NDVW,0.0
NKVS,0.002932
NKVR,0.0
NKVQ,0.0
NKVW,0.0
NKVV,0.013585
NKVT,0.0
NKVK,0.0
NDVA,0.0
NKVI,0.03169
NDVD,0.0
NKVN,0.0
NKVM,0.01728
NDVG,0.0
NDVI,0.01747
NKVA,0.0
TPSN,0.00482727272727
NDVL,0.003735
NKVF,0.015845
NKVD,0.422455
VHLR,0.0
VHLS,0.198082222222
VHLQ,0.00692
VHLV,0.00577
VHLW,0.0
VHLT,0.006873
IHIF,0.0
VHLY,0.00470166666667
VHLA,0.0
VHLF,0.0
VHLG,0.00132
VHLD,0.0
VHLK,0.0
VHLI,0.0856266666667
VHLN,0.0
VHLL,0.259688333333
VHLM,0.0040149999999999
IHIG,0.0
ENMN,0.0
ENML,0.0
ENMM,0.0
ENMI,0.0
ENMF,0.0
ENMG,0.0
ENMD,0.0
ENMA,0.0
ENMY,0.0
ENMV,0.04753
ENMT,0.0
ENMR,0.0
ENMS,0.0
DTWY,0.0
DTWQ,0.0
DTWS,0.0
DTWR,0.0
DTWT,0.0
DTWW,0.0
DTWV,0.0
DTWI,0.0
DTWK,0.0
DTWM,0.0
DTWL,0.0
DTWN,0.0
DTWA,0.00975666666667
DTWD,0.0
DTWG,0.0
DTWF,0.0
DGYL,0.0
DGYM,0.0
DGYN,0.0
DGYI,0.0
DGYK,0.0
DGYD,0.0
DGYF,0.0
DGYG,0.0
DGYA,0.0
MTCV,0.11981
DGYY,0.0
DGYT,0.0
DGYV,0.0
DGYW,0.0
DGYQ,0.0
DGYR,0.0
DGYS,0.0
RIWQ,0.0
LSPK,0.0
MTCT,0.0971666666667
MCNF,0.06083
MCNG,0.017285
MCNK,0.03168
MCNN,0.0
MCNL,0.009055
MCNM,0.05431
MCNR,0.0
MCNS,0.06337
MCNW,0.0
MCNT,0.0
MCNY,0.02535
VWLY,0.0
YMLW,0.00746333333333
YMLQ,0.0659299999999999
HPMY,0.0
HPMS,0.0
HPMR,0.0058579999999999
HPMQ,0.0
HPMW,0.0
HPMV,0.0
HPMK,0.0
HPMI,0.0
HPMN,0.0
HPMM,0.0
HPML,0.006344
HPMA,0.0
HPMG,0.0
HPMF,0.0
HPMD,0.0
FVNA,0.0
FVNF,0.005945
FVNG,0.0
FVND,0.0
FVNK,0.0
FVNI,0.0
FVNN,0.0
FVNL,0.0
FVNM,0.0
FVNR,0.003025
FVNS,0.0
FVNV,0.0
FVNW,0.0
FVNT,0.0
FVNY,0.0
YMLD,0.04717
MQYT,3.83661
MQYW,0.01901
MQYV,0.023475
MQYQ,3.59732
MQYS,6.746403333330001
MQYR,0.0
MQYY,0.02236
MQYD,0.0
MQYG,4.804405
MQYF,0.01118
MQYA,0.0
MQYM,0.07604
MQYL,10.7885266667
MQYN,8.101280000000001
MQYI,0.04002
MQYK,0.0
MSLT,4.06091235294
VWLT,0.014515
AILR,8.682466923080002
AILS,9.63426666667
AILQ,13.587036
AILV,5.119049
AILW,0.043935
AILT,6.150716
AILY,1.941488
AILA,9.78172111111
AILF,2.89753333333
AILG,15.701011
AILD,0.044112
AILK,2.689305
AILI,1.768665
AILN,4.1191325
AILL,4.859279375
AILM,5.764663333330001
FGSA,0.0377841666666999
FGSD,0.00191
FGSF,0.0270666666667
FGSG,0.0336083333333
FGSI,0.0420283333333
FGSK,0.00959833333333
FGSL,0.0382083333333
FGSM,0.0863566666667
FGSN,0.02132
FGSQ,0.03462
FGSR,0.030920625
FGSS,0.0621055555556
FGST,0.121628571429
FGSV,0.0392258333333
FGSW,0.00205166666667
FGSY,0.025795
WDMN,0.0
WDML,0.00845666666667
WDMM,0.0
WDMK,0.04224
WDMI,0.02112
WDMF,0.0
WDMG,0.02001
WDMD,0.0
WDMA,0.0
WDMY,0.0
WDMV,0.0
WDMW,0.0
WDMR,0.0
WDMS,0.0
WDMQ,0.0
SWMQ,0.0
SWMR,0.0
SWMT,0.013585
SWMW,0.0
SWMV,0.01268
SWMY,0.0
WVLY,0.0
SWMA,0.0
SWMD,0.0
SWMG,0.0195033333333
SWMF,0.0256
SWMI,0.08308
SWMK,0.0
SWMM,0.04753
SWML,0.025598
SWMN,0.122215
MFNK,0.0
VWLL,0.148138666667
WVLQ,0.0
SNND,0.15554
SNNG,9.39503
SNNF,6.14783333333
SNNA,6.22610666667
SNNM,13.1222066667
SNNL,13.081365
SNNN,16.7929433333
SNNI,7.71691
SNNK,0.0633733333333
WVLV,0.0151509090909
SNNT,4.52086166667
SNNW,1.308665
SNNV,5.17231333333
SNNQ,4.35307
SNNS,7.54359111111
SNNR,0.01682
SNNY,8.90537666667
IISN,0.0348666666667
WVLK,0.00692
IDQF,0.0
IISL,0.0197111111111
WVLI,0.0361966666667
VWLN,0.0
WVLN,0.03169
NSDI,0.0
NSDK,0.0
NSDM,0.0
NSDL,0.0
NSDN,0.0
NSDA,0.0
IDQL,0.0
WVLL,0.0237505555556
NSDD,0.0
NSDG,0.0
IISF,0.0115166666667
NSDY,0.0
IDQN,0.0
NSDQ,0.0
NSDS,0.0
NSDR,0.00227142857143
NSDT,0.0
NSDW,0.0
NSDV,0.004232
IISY,1.45942
WVLF,0.0122483333333
WKWR,0.0
FDYT,0.0
FDYW,0.0
FDYV,0.0
FDYQ,0.0
FDYS,0.0
FDYR,0.00667666666667
FDYY,0.0
FDYD,0.0
FDYG,0.0
FDYF,0.0
FDYA,0.0
IISR,0.00702222222222
FDYM,0.0
FDYL,0.0
FDYN,0.0
FDYI,0.0
FDYK,0.0
LQCQ,0.0
LLMY,0.0
LQCS,0.00317666666667
LQCT,0.0
LQCV,0.0
LQCW,0.0
LLMS,0.0
LLMR,0.0
LLMQ,0.0
LLMW,0.00340285714286
LLMV,0.009815
LLMK,1.04029
